accommodates,beds,bathrooms,number_of_reviews,review_scores_rating,neighbourhood_cleansed,tipologia,host_is_superhost,price,atratividade_bairro,dist_centro_km
4,1.0,1.0,198,4.74,Misericórdia,T1,f,71.0,5,1.3551802573939191
4,2.0,1.0,9,2.56,São Vicente,T1,f,64.0,4,1.6707133670145655
4,2.0,1.0,7,4.0,Arroios,T1,f,83.0,3,1.4801649276557862
2,1.0,1.0,17,4.59,Santa Maria Maior,T1,f,42.0,5,1.147936351525955
2,1.0,1.0,282,4.55,Avenidas Novas,T1,f,56.0,3,4.59631751418846
4,3.0,1.0,6,4.33,Penha de França,T1,f,48.0,2,2.975245385254046
2,1.0,1.0,9,4.78,Campo de Ourique,T1,f,162.0,3,2.1093503729148817
3,2.0,1.0,149,4.64,Belém,T1,f,64.0,4,7.265413500504255
4,2.0,1.0,175,4.53,Santa Maria Maior,T1,f,73.0,5,0.8364014131918005
4,3.0,1.0,40,4.68,Penha de França,T1,f,45.0,2,2.9977556567505865
4,2.0,1.0,23,4.48,Santa Maria Maior,T1,f,162.0,5,0.21618710406325858
4,2.0,1.0,38,4.97,Parque das Nações,T1,t,83.0,3,8.256841120500907
4,3.0,1.0,5,4.4,Misericórdia,T1,f,122.0,5,0.9556618309212438
4,2.0,1.0,10,4.5,Misericórdia,T1,f,122.0,5,1.0476217688115015
4,2.0,1.0,39,4.79,Beato,T1,f,60.0,2,3.4878695848541335
2,1.0,1.0,199,4.79,Estrela,T1,f,50.0,4,1.793248808325037
2,1.0,1.5,100,4.82,Santa Maria Maior,T1,t,121.0,5,1.0942856970212234
2,1.0,1.0,157,4.93,São Vicente,T1,t,110.0,4,1.202054729423237
4,3.0,1.0,105,4.78,Arroios,T1,t,122.0,3,2.863768035845005
4,3.0,1.0,131,4.79,Arroios,T1,t,114.0,3,2.935224058538504
2,2.0,1.0,95,4.93,Estrela,T1,t,86.0,4,1.5932931993680644
2,1.0,1.0,31,4.52,Parque das Nações,T1,t,76.0,3,9.84066591702299
4,2.0,1.0,39,4.87,Penha de França,T1,f,164.0,2,3.242475814017675
4,1.0,1.0,74,4.42,Estrela,T1,f,43.0,4,1.8061805671002433
4,2.0,1.0,42,4.88,Santa Maria Maior,T1,f,134.0,5,0.7116567138277088
2,1.0,1.0,81,4.74,Campo de Ourique,T1,f,69.0,3,3.194009263131327
4,2.0,1.0,77,4.92,Alcântara,T1,t,120.0,3,3.855118519750812
4,3.0,2.0,58,4.69,Arroios,T1,f,106.0,3,1.4801649276557862
4,1.0,2.0,24,4.88,Marvila,T1,f,166.0,1,5.698406109560418
2,1.0,1.0,183,4.78,Estrela,T1,f,51.0,4,2.368178952646222
2,2.0,1.0,3,3.0,Santa Maria Maior,T1,f,63.0,5,0.751785941481758
2,1.0,1.0,72,4.71,Avenidas Novas,T1,t,99.0,3,3.1887167106225918
2,1.0,1.0,213,4.5,Santa Maria Maior,T1,t,56.0,5,0.6727298657573815
2,1.0,1.0,135,4.73,Misericórdia,T1,f,95.0,5,1.1538941660074142
4,3.0,1.5,205,4.94,Santa Maria Maior,T1,t,140.0,5,1.027766137428607
4,1.0,1.0,20,4.55,Arroios,T1,f,81.0,3,1.6092153768499151
2,1.0,1.0,142,4.27,Santa Maria Maior,T1,f,84.0,5,0.7667475837635609
4,3.0,1.0,147,4.84,Misericórdia,T1,t,109.0,5,0.8323741685749988
4,2.0,1.5,31,4.94,Santa Maria Maior,T1,f,80.0,5,0.264848784603598
2,1.0,1.0,119,4.8,Santa Maria Maior,T1,f,85.0,5,0.3550070217614025
2,2.0,1.0,6,4.67,Santa Maria Maior,T1,f,85.0,5,0.8751849211519939
2,2.0,1.0,7,4.86,Santa Maria Maior,T1,f,85.0,5,0.731162446955795
4,2.0,1.0,89,4.71,Estrela,T1,f,76.0,4,1.7956726373891219
2,1.0,1.0,7,4.57,Misericórdia,T1,f,95.0,5,1.109144972329564
4,2.0,1.0,34,4.91,Misericórdia,T1,t,128.0,5,1.182732440952288
3,2.0,1.0,189,4.78,Santa Maria Maior,T1,f,80.0,5,1.2609803185399167
3,2.0,1.0,8,3.88,Santa Maria Maior,T1,f,99.0,5,0.5014336641046485
4,1.0,1.0,0,4.656717675759592,Misericórdia,T1,t,163.0,5,1.3357769410650164
2,1.0,1.0,26,4.96,Misericórdia,T1,t,143.0,5,1.3357769410650164
3,1.0,1.0,0,4.656717675759592,Misericórdia,T1,t,153.0,5,1.3357769410650164
4,1.0,1.0,1,5.0,São Vicente,T1,f,116.0,4,0.87190361426929
2,1.0,1.0,2,5.0,Santa Maria Maior,T1,f,87.0,5,0.8954567786439422
4,2.0,1.0,7,4.71,Santa Maria Maior,T1,f,86.0,5,0.9222587591213176
3,1.0,1.0,178,4.81,Arroios,T1,t,120.0,3,1.4815122084647754
4,1.0,1.5,116,4.62,Santa Maria Maior,T1,f,140.0,5,0.9556949862751706
4,2.0,1.0,92,4.38,Avenidas Novas,T1,f,100.0,3,4.598887022798605
2,1.0,1.0,178,4.9,Misericórdia,T1,f,130.0,5,0.7537782707971992
2,1.0,1.0,67,4.51,Marvila,T1,t,48.0,1,4.735361643840962
2,1.0,1.0,4,5.0,São Vicente,T1,t,110.0,4,1.4384707512466373
4,2.0,1.0,60,4.27,Misericórdia,T1,f,90.0,5,1.1964210452345967
4,1.0,1.0,219,4.95,Arroios,T1,t,141.0,3,1.872509789136676
3,1.0,1.0,134,4.45,Misericórdia,T1,f,51.0,5,1.715941236945237
4,1.0,1.0,40,4.78,Santa Maria Maior,T1,f,90.0,5,0.9397107236986124
3,1.0,1.5,19,4.68,Santo António,T1,f,133.0,5,2.288233598323171
2,1.0,1.0,108,4.88,Misericórdia,T1,f,78.0,5,1.067003753464564
4,2.0,1.0,16,4.81,Santo António,T1,t,76.0,5,1.739936739324225
4,1.0,1.0,18,4.39,Ajuda,T1,f,83.0,2,5.617356812207368
2,1.0,2.0,8,4.75,Arroios,T1,f,110.0,3,1.8462631258315125
2,1.0,1.0,102,4.71,Penha de França,T1,f,53.0,2,2.783416396358977
4,3.0,1.0,18,4.22,Parque das Nações,T1,f,72.0,3,8.041427521372162
2,1.0,1.0,56,4.48,Misericórdia,T1,f,80.0,5,1.529814175233032
2,1.0,1.0,154,4.79,Santa Maria Maior,T1,f,81.0,5,0.7204215039375894
2,1.0,1.0,227,4.79,Santa Maria Maior,T1,f,90.0,5,0.6288237838613808
2,1.0,1.0,23,4.22,Beato,T1,f,66.0,2,3.4212004142873504
2,1.0,1.0,34,4.38,Arroios,T1,f,77.0,3,1.0894272818860797
4,2.0,1.0,8,4.88,Santa Maria Maior,T1,f,140.0,5,0.6412440262579597
4,2.0,1.0,6,5.0,Santa Maria Maior,T1,f,120.0,5,0.79245526116205
4,2.0,1.0,0,4.656717675759592,Santa Maria Maior,T1,f,120.0,5,0.8015425064550182
4,2.0,1.0,1,5.0,Santa Maria Maior,T1,f,137.0,5,0.8326579437497484
3,1.0,1.0,178,4.86,Misericórdia,T1,t,91.0,5,1.1734697981067814
2,1.0,1.0,10,4.9,Santa Maria Maior,T1,f,98.0,5,0.7463865773016379
4,3.0,1.0,105,4.39,Arroios,T1,f,37.0,3,1.6140103784065483
2,1.0,1.0,112,4.86,Santo António,T1,t,145.0,5,2.481685651867048
3,1.0,1.0,54,4.65,Estrela,T1,t,50.0,4,1.832980330769096
4,3.0,1.0,18,4.5,Parque das Nações,T1,f,81.0,3,8.058970267215548
3,1.0,1.0,99,4.6,Santa Maria Maior,T1,f,65.0,5,1.0204746176329136
2,1.0,1.0,1,5.0,Avenidas Novas,T1,f,99.0,3,3.3202024142081337
2,1.0,1.0,71,4.86,Santa Maria Maior,T1,f,87.0,5,0.45226953310468354
2,3.0,1.0,39,4.87,Marvila,T1,t,60.0,1,5.390194191772481
4,2.0,1.0,29,4.38,Alcântara,T1,f,91.0,3,4.717111061621308
4,2.0,1.5,81,4.58,Estrela,T1,t,73.0,4,2.5293786799445477
4,2.0,2.0,112,4.94,Belém,T1,t,99.0,4,5.386431189229329
4,3.0,1.0,59,4.76,Arroios,T1,t,75.0,3,1.9047023709472841
4,2.0,1.0,184,4.9,Misericórdia,T1,t,122.0,5,1.4405469280327434
2,1.0,1.5,18,4.5,Arroios,T1,f,70.0,3,2.965947352208992
2,1.0,1.0,9,4.22,Misericórdia,T1,f,62.0,5,0.8998076071080081
4,2.0,1.0,15,4.33,Campolide,T1,f,85.0,3,4.262585178614228
3,1.0,1.0,99,4.66,Estrela,T1,f,83.0,4,2.5410839567209274
4,3.0,1.0,43,4.58,Parque das Nações,T1,f,97.0,3,8.06296731324332
4,2.0,1.0,18,4.61,Campolide,T1,f,85.0,3,4.262968054884053
4,2.0,1.0,26,4.73,Campolide,T1,f,85.0,3,4.262968054884053
4,2.0,1.0,18,4.44,Campolide,T1,f,85.0,3,4.111111290493732
4,2.0,1.0,5,4.8,Campolide,T1,f,85.0,3,4.262968054884053
4,2.0,1.0,21,4.19,Campolide,T1,f,85.0,3,4.262968054884053
2,1.0,1.0,111,4.41,Santa Maria Maior,T1,f,102.0,5,0.6102909031663786
2,1.0,1.0,68,4.62,Campo de Ourique,T1,f,56.0,3,2.1638906462777405
4,3.0,1.0,152,4.68,Estrela,T1,f,63.0,4,1.7850502335866776
4,2.0,1.0,8,4.63,Olivais,T1,f,110.0,2,8.061020640772751
4,3.0,1.0,44,4.61,Parque das Nações,T1,f,104.0,3,8.026616212868827
2,1.0,1.0,126,4.56,Santa Maria Maior,T1,f,105.0,5,0.6278215517753747
4,2.0,1.0,15,4.67,Campolide,T1,f,85.0,3,4.262968054884053
4,2.0,1.0,122,4.95,Campo de Ourique,T1,f,85.0,3,2.466212785948977
3,2.0,2.0,152,4.99,Santa Maria Maior,T1,t,143.0,5,0.8937446943989064
4,2.0,1.0,44,4.61,Arroios,T1,t,77.0,3,3.0617464691827228
2,1.0,1.0,182,4.49,Santa Maria Maior,T1,f,58.0,5,0.8098938031832896
2,1.0,1.0,149,4.32,Santa Maria Maior,T1,f,72.0,5,0.7332172774343415
2,1.0,1.0,172,4.54,Santa Maria Maior,T1,f,65.0,5,0.5991802259616256
2,1.0,1.0,165,4.5,Santa Maria Maior,T1,f,67.0,5,0.7806628745902253
3,2.0,2.0,126,4.62,Penha de França,T1,f,73.0,2,1.9470633361352878
2,1.0,1.0,175,4.35,Santa Maria Maior,T1,f,57.0,5,0.5866134145956843
2,1.0,1.0,203,4.69,Santa Maria Maior,T1,f,67.0,5,0.792850213142218
2,1.0,1.0,156,4.84,Santa Maria Maior,T1,t,87.0,5,0.7863675265728843
3,2.0,1.0,146,4.92,Areeiro,T1,f,57.0,2,3.73643258905349
3,2.0,1.0,192,4.58,Misericórdia,T1,f,67.0,5,1.0357666402542736
2,1.0,1.0,7,5.0,Penha de França,T1,f,109.0,2,2.5494120437943844
3,2.0,1.0,114,4.56,Misericórdia,T1,t,95.0,5,1.0377645364180157
2,1.0,1.0,116,4.43,Santa Maria Maior,T1,f,105.0,5,0.5495694658195229
2,1.0,1.0,154,4.49,Santa Maria Maior,T1,f,102.0,5,0.3953861287177239
2,1.0,1.0,227,4.52,Santa Maria Maior,T1,f,48.0,5,1.034394567691154
4,1.0,1.0,44,4.45,Campo de Ourique,T1,f,108.0,3,2.6077717199952155
4,2.0,1.0,14,4.71,Parque das Nações,T1,f,141.0,3,8.232787730478124
4,2.0,1.0,149,4.65,Alcântara,T1,f,59.0,3,3.462401488073052
2,1.0,1.0,47,4.66,Santo António,T1,f,100.0,5,2.499355296619613
4,2.0,1.0,46,4.54,Santo António,T1,f,83.0,5,2.499355296619613
4,2.0,1.0,148,4.66,Avenidas Novas,T1,f,69.0,3,3.114889258506702
4,2.0,1.0,129,4.74,Avenidas Novas,T1,f,77.0,3,2.8349367797386584
3,1.0,1.0,157,4.79,Santa Maria Maior,T1,f,56.0,5,0.9778652871196871
2,1.0,1.0,100,4.7,Santa Maria Maior,T1,f,71.0,5,0.7071342609712354
2,1.0,1.0,67,4.85,Misericórdia,T1,t,119.0,5,1.8053130485548052
2,1.0,1.0,90,4.93,São Vicente,T1,t,77.0,4,1.180505600265769
4,2.0,1.0,145,4.79,Avenidas Novas,T1,f,65.0,3,2.8675620417802063
3,2.0,1.0,20,4.35,Estrela,T1,f,59.0,4,2.4062205493288005
2,1.0,1.0,44,4.52,Santo António,T1,f,72.0,5,2.092704149903305
4,2.0,1.0,49,4.76,Campolide,T1,f,132.0,3,3.270960035879772
3,1.0,1.0,91,4.43,São Vicente,T1,f,74.0,4,0.9161394312539649
2,1.0,1.0,18,4.67,Santa Maria Maior,T1,f,119.0,5,0.723053686243736
3,2.0,1.0,10,5.0,Santo António,T1,t,168.0,5,2.43060297123137
4,2.0,1.0,4,5.0,Carnide,T1,f,108.0,1,7.446177963865315
3,2.0,1.0,21,4.81,Santa Maria Maior,T1,f,119.0,5,0.8016551323144286
3,1.0,1.0,34,4.79,Santa Maria Maior,T1,f,129.0,5,0.7399087456092579
3,2.0,1.0,86,4.53,Santa Maria Maior,T1,f,70.0,5,0.6597693719012214
2,1.0,1.0,291,4.8,Belém,T1,f,86.0,4,6.820414619969629
4,2.0,1.0,73,4.79,Lumiar,T1,t,57.0,2,7.700913155008571
2,1.0,1.0,88,4.72,Parque das Nações,T1,f,34.0,3,6.624819313139872
2,1.0,1.0,63,4.67,Estrela,T1,t,86.0,4,2.0855216755637045
3,2.0,1.0,80,4.25,Santa Maria Maior,T1,f,67.0,5,0.8974395457988161
4,2.0,1.0,132,4.72,Avenidas Novas,T1,f,74.0,3,2.7002642615705006
2,1.0,1.0,56,4.68,Misericórdia,T1,f,90.0,5,1.071497899081743
4,2.0,1.0,13,4.23,Campolide,T1,f,85.0,3,4.262968054884053
2,1.0,1.0,74,4.93,Misericórdia,T1,f,80.0,5,1.596875709441446
4,2.0,1.0,6,5.0,Lumiar,T1,f,55.0,2,7.340337017999063
3,2.0,1.0,36,4.67,Santa Maria Maior,T1,f,144.0,5,0.8671064391119235
4,3.0,1.0,21,4.71,Santa Maria Maior,T1,f,168.0,5,0.7375073782467206
3,2.0,1.0,31,4.68,Santa Maria Maior,T1,f,125.0,5,0.7892557020661182
2,1.0,1.0,59,4.69,Santa Maria Maior,T1,f,119.0,5,0.7641970763351064
3,2.0,1.0,18,4.78,Santa Maria Maior,T1,f,119.0,5,0.7271656177289916
4,1.0,1.5,157,4.6,Avenidas Novas,T1,f,66.0,3,2.757696620287685
4,2.0,2.0,181,4.96,Santo António,T1,t,116.0,5,1.4245600873113813
2,1.0,1.0,24,4.75,Santa Maria Maior,T1,f,116.0,5,0.7553036409474078
2,1.0,1.0,68,4.65,São Vicente,T1,t,69.0,4,1.3266043197302033
4,2.0,1.5,64,4.72,Santa Maria Maior,T1,f,116.0,5,0.25464297106526057
2,2.0,1.0,132,4.85,São Vicente,T1,f,88.0,4,1.5533676014642472
4,2.0,1.0,73,4.79,Penha de França,T1,t,69.0,2,2.6793410049757473
4,2.0,2.0,57,4.98,Penha de França,T1,t,105.0,2,1.9733752311992536
4,2.0,1.0,75,4.39,Santo António,T1,f,68.0,5,1.6276812757594645
3,1.0,1.0,64,4.61,Alcântara,T1,f,85.0,3,3.66892414489407
2,1.0,1.0,4,4.0,Santa Maria Maior,T1,f,149.0,5,0.683272613133885
4,4.0,1.0,119,4.86,Belém,T1,t,67.0,4,7.521863106480054
4,1.0,1.0,146,4.75,Avenidas Novas,T1,f,83.0,3,2.861648156117464
4,2.0,1.0,2,5.0,Santa Maria Maior,T1,f,161.0,5,0.6832429283199207
4,3.0,1.0,67,4.73,Santa Maria Maior,T1,f,62.0,5,0.5907405003591563
2,1.0,1.0,208,4.78,Estrela,T1,t,73.0,4,1.9327729253952668
4,1.0,1.0,80,4.6,Avenidas Novas,T1,f,79.0,3,4.466037018043031
2,1.0,1.0,34,4.68,Santa Maria Maior,T1,f,119.0,5,0.7544313898742042
4,2.0,1.0,10,5.0,Carnide,T1,f,108.0,1,7.474927265197017
4,2.0,1.0,25,4.44,Misericórdia,T1,f,136.0,5,1.4492891747844339
4,2.0,1.0,34,4.47,Misericórdia,T1,f,99.0,5,1.3183123395425562
2,1.0,1.0,0,4.656717675759592,São Vicente,T1,t,40.0,4,1.4199706236400995
3,2.0,1.0,1,5.0,São Vicente,T1,t,40.0,4,1.3232322915710562
3,2.0,1.0,0,4.656717675759592,São Vicente,T1,t,70.0,4,1.407868078987577
3,2.0,1.0,118,4.86,Santa Maria Maior,T1,f,85.0,5,0.9197034081797065
2,1.0,1.0,97,4.77,Estrela,T1,t,57.0,4,2.5635440623109385
2,1.0,1.0,68,4.54,Alcântara,T1,f,76.0,3,4.161683132559519
3,1.0,1.0,88,4.3,Santa Maria Maior,T1,f,56.0,5,0.8525666103848113
2,2.0,1.0,0,4.656717675759592,Estrela,T1,f,100.0,4,2.023916545280147
2,1.0,1.0,81,4.64,São Vicente,T1,f,56.0,4,1.3736392474102834
2,1.0,1.0,63,4.48,São Vicente,T1,f,56.0,4,1.372541871428651
2,2.0,1.5,78,4.87,Santa Maria Maior,T1,t,117.0,5,0.25927295556318253
3,2.0,1.0,65,4.82,Estrela,T1,f,76.0,4,1.9436065501316435
2,1.0,1.0,172,4.87,Misericórdia,T1,t,132.0,5,1.1942287639159852
2,1.0,1.0,2,5.0,São Vicente,T1,t,45.0,4,1.2558051866713529
4,2.0,1.0,90,4.47,São Vicente,T1,f,65.0,4,1.3510198843371686
4,3.0,1.0,80,4.44,Misericórdia,T1,f,73.0,5,0.8176527960734433
2,1.0,1.0,51,4.76,São Vicente,T1,t,126.0,4,1.3991132807707667
4,3.0,1.0,22,4.77,Parque das Nações,T1,t,91.0,3,6.39581888750243
2,1.0,1.0,181,4.93,São Vicente,T1,t,58.0,4,1.3599225045270968
2,1.0,1.0,72,4.49,Penha de França,T1,f,72.0,2,2.0955374317214677
2,1.0,1.0,106,4.55,Misericórdia,T1,f,64.0,5,1.0040334332339327
4,2.0,1.0,28,4.32,Beato,T1,f,51.0,2,3.362444454446805
2,1.0,1.0,158,4.87,São Vicente,T1,t,80.0,4,0.8917012188994242
2,1.0,1.0,137,4.88,Misericórdia,T1,t,76.0,5,0.8476880965996777
3,2.0,1.0,7,4.43,São Vicente,T1,f,119.0,4,0.8275461345404512
2,2.0,1.0,1,5.0,Campo de Ourique,T1,f,120.0,3,2.86259518352478
4,2.0,1.0,148,4.88,Misericórdia,T1,t,162.0,5,0.5720016460187525
3,2.0,1.0,53,4.68,Santa Maria Maior,T1,f,123.0,5,0.7983518264716889
6,4.0,1.0,15,4.8,Belém,T1,f,107.0,4,6.034022590813307
2,1.0,1.0,94,4.52,Santa Maria Maior,T1,f,57.0,5,1.0035543569201362
2,1.0,1.0,7,4.86,Arroios,T1,t,52.0,3,2.0123750318401523
3,2.0,1.0,25,4.56,Santa Maria Maior,T1,f,119.0,5,0.7450589051418506
2,1.0,1.0,116,4.53,Santa Maria Maior,T1,f,84.0,5,1.0860834473167829
2,1.0,1.0,9,4.78,Misericórdia,T1,f,66.0,5,1.1102034729636303
4,2.0,1.0,184,4.93,Misericórdia,T1,t,106.0,5,1.5125763770262468
3,4.0,1.0,43,4.88,Estrela,T1,t,88.0,4,2.32036848158805
4,2.0,1.0,169,4.95,Misericórdia,T1,t,103.0,5,1.354356139034724
4,2.0,1.0,210,4.96,Misericórdia,T1,t,129.0,5,1.4498486141959932
4,2.0,1.0,8,4.88,Santo António,T1,t,72.0,5,2.0255831063808576
4,1.0,1.0,0,4.656717675759592,Santa Maria Maior,T1,f,108.0,5,0.9142281547139542
3,2.0,1.0,43,4.95,Estrela,T1,t,105.0,4,2.0399023772239073
4,3.0,1.0,160,4.89,Santa Maria Maior,T1,t,94.0,5,0.8428938848709432
4,2.0,1.0,55,4.36,Alvalade,T1,f,55.0,3,4.323123373189945
4,2.0,1.0,100,4.4,Santa Maria Maior,T1,f,66.0,5,0.597361635778742
2,2.0,1.0,32,4.94,Misericórdia,T1,t,86.0,5,1.6149841673172796
4,1.0,1.0,197,4.95,Misericórdia,T1,t,132.0,5,1.2820959011371564
2,1.0,1.0,115,4.61,Santa Maria Maior,T1,f,66.0,5,0.6919282788601895
5,2.0,1.0,102,4.95,Avenidas Novas,T1,t,86.0,3,4.7250099269377674
3,1.0,1.0,26,5.0,Misericórdia,T1,t,85.0,5,1.161882159886724
3,2.0,1.0,1,5.0,Misericórdia,T1,f,92.0,5,1.400666839946099
2,1.0,1.0,0,4.656717675759592,Santo António,T1,f,133.0,5,2.421846551443675
2,1.0,1.0,34,4.85,Santo António,T1,t,90.0,5,1.4751823453583945
2,1.0,1.0,204,4.9,Misericórdia,T1,t,124.0,5,1.0886910704800885
3,2.0,1.0,35,4.77,Santo António,T1,f,138.0,5,2.3533060664671406
2,1.0,1.0,81,4.79,Misericórdia,T1,f,111.0,5,0.5696309897870871
4,2.0,1.0,54,4.78,Estrela,T1,f,79.0,4,1.6405253368340775
2,1.0,1.0,0,4.656717675759592,Arroios,T1,f,88.0,3,0.9724762276237693
2,1.0,1.0,89,4.29,Belém,T1,f,51.0,4,5.292458614211034
2,1.0,1.0,249,4.48,Santa Maria Maior,T1,f,67.0,5,0.7507251029314439
3,2.0,1.0,53,5.0,Misericórdia,T1,t,109.0,5,1.4621318326930564
4,2.0,1.0,39,4.72,Avenidas Novas,T1,t,75.0,3,3.3302384602124677
3,3.0,1.0,62,4.92,Estrela,T1,t,77.0,4,2.32036848158805
2,1.0,1.0,231,4.93,Santa Maria Maior,T1,t,62.0,5,0.6771422542319588
4,2.0,1.0,4,4.25,São Vicente,T1,f,100.0,4,1.649723959129573
2,1.0,1.0,66,4.56,Estrela,T1,f,61.0,4,1.7680397474507854
4,2.0,1.0,42,4.43,Alcântara,T1,f,60.0,3,4.167115560837539
3,2.0,1.0,127,4.83,Santa Maria Maior,T1,t,94.0,5,0.579468117197546
4,2.0,1.0,134,4.91,Misericórdia,T1,t,127.0,5,1.0756113827098692
4,1.0,1.0,195,4.88,Santa Maria Maior,T1,t,68.0,5,0.5301741322500728
2,1.0,1.0,183,4.88,Santa Maria Maior,T1,t,50.0,5,0.7019795319452679
4,2.0,1.0,9,4.89,Santa Maria Maior,T1,t,137.0,5,0.7798440230820574
4,2.0,1.0,16,4.88,Santa Maria Maior,T1,t,129.0,5,0.9419800940829633
3,2.0,1.0,17,4.71,Santa Maria Maior,T1,t,108.0,5,0.7272552484507587
4,2.0,1.0,6,4.5,Santa Maria Maior,T1,t,108.0,5,0.9188186126075726
2,1.0,1.0,7,4.86,Santa Maria Maior,T1,t,114.0,5,0.8439792235209133
4,2.0,1.0,1,5.0,Santa Maria Maior,T1,t,120.0,5,0.7321774467083964
2,1.0,1.0,15,4.93,Olivais,T1,f,66.0,2,8.081711504730034
2,1.0,1.0,3,5.0,Santa Maria Maior,T1,t,114.0,5,0.8982270057633245
2,1.0,1.0,1,4.0,Santa Maria Maior,T1,t,114.0,5,0.8789140903040207
4,2.0,1.0,1,5.0,Santa Maria Maior,T1,t,120.0,5,0.6913209016527552
4,2.0,1.0,1,3.0,Beato,T1,f,47.0,2,3.549988067134436
2,1.0,1.0,126,4.8,Belém,T1,t,64.0,4,5.632612085865257
2,1.0,1.0,121,4.41,Santa Maria Maior,T1,f,68.0,5,0.5161312060610701
2,2.0,1.0,15,4.2,Estrela,T1,f,64.0,4,3.251978745391772
2,1.0,1.0,140,4.56,Estrela,T1,f,93.0,4,2.049108873827888
2,1.0,1.0,93,4.57,Santa Maria Maior,T1,f,62.0,5,0.7765036036721191
3,2.0,1.0,49,4.57,Santa Maria Maior,T1,f,61.0,5,0.7083626496069557
2,1.0,1.0,47,4.38,Estrela,T1,f,43.0,4,3.131431927450352
4,2.0,1.0,78,4.55,Misericórdia,T1,f,79.0,5,0.7940941255091842
4,1.0,1.0,33,4.85,Ajuda,T1,f,120.0,2,5.67509300070242
4,3.0,1.0,48,4.48,Misericórdia,T1,f,79.0,5,1.5601050620404784
3,2.0,1.0,5,4.4,Parque das Nações,T1,f,154.0,3,9.801187973352881
4,2.0,1.0,109,4.86,Estrela,T1,t,73.0,4,2.4359134847587853
4,1.0,1.0,30,4.87,Alcântara,T1,f,74.0,3,4.720876276102999
2,1.0,1.0,206,4.9,Campo de Ourique,T1,t,69.0,3,2.316562236818949
2,0.0,1.0,8,5.0,Alvalade,T1,f,44.0,3,5.245961727913392
2,2.0,1.0,116,4.88,Estrela,T1,t,70.0,4,2.32036848158805
4,2.0,1.0,51,4.39,Ajuda,T1,f,68.0,2,5.56040156051387
2,1.0,1.0,178,4.93,Campo de Ourique,T1,t,87.0,3,1.8966959936577026
2,1.0,1.0,104,4.85,Santa Maria Maior,T1,t,100.0,5,0.8561982631809232
2,1.0,1.0,51,4.76,Alvalade,T1,f,101.0,3,5.373820878135308
4,2.0,1.0,41,4.59,Estrela,T1,f,85.0,4,2.01570993511343
2,1.0,1.0,4,5.0,São Vicente,T1,f,126.0,4,1.2683297826450315
2,1.0,1.0,1,5.0,Santa Maria Maior,T1,f,34.0,5,0.7460754709543008
2,1.0,1.0,121,4.56,Santa Maria Maior,T1,f,85.0,5,0.723729301607363
2,2.0,1.0,65,4.78,Estrela,T1,t,71.0,4,2.321145847461015
4,4.0,1.0,71,4.8,Estrela,T1,t,80.0,4,2.3217936191531816
2,1.0,1.0,236,4.86,Santa Maria Maior,T1,t,71.0,5,0.7888036434820525
2,1.0,1.0,0,4.656717675759592,Santo António,T1,f,93.0,5,1.7900393337897182
2,1.0,1.0,8,4.63,Santo António,T1,t,86.0,5,1.6400621096419645
2,1.0,1.0,172,4.47,Santa Maria Maior,T1,f,84.0,5,0.8764747354975149
3,2.0,1.0,77,4.52,Santa Maria Maior,T1,f,61.0,5,1.041599628131235
3,2.0,1.0,121,4.82,Misericórdia,T1,f,95.0,5,1.2452681273230912
2,1.0,1.0,92,4.76,São Vicente,T1,t,100.0,4,1.163596758112671
4,2.0,1.0,60,4.32,Beato,T1,t,87.0,2,3.5452031239679416
2,1.0,1.0,102,4.6,Santa Maria Maior,T1,f,85.0,5,0.7030859060743982
4,3.0,1.0,70,4.84,Arroios,T1,t,91.0,3,1.9047023709472841
4,2.0,2.0,18,4.61,Misericórdia,T1,f,124.0,5,1.606245745391785
2,1.0,1.0,68,4.62,São Vicente,T1,t,125.0,4,1.463366001790714
2,1.0,1.0,70,4.49,Avenidas Novas,T1,f,54.0,3,4.703226425739697
4,3.0,1.0,65,4.92,Santa Maria Maior,T1,f,104.0,5,0.6960647250764938
4,3.0,1.0,39,4.92,Santa Maria Maior,T1,f,122.0,5,0.6960647250764938
4,4.0,2.0,108,4.98,Santa Maria Maior,T1,f,162.0,5,0.6372121256800309
2,1.0,1.0,63,4.97,Santa Maria Maior,T1,t,160.0,5,0.6557827378773167
2,1.0,1.0,163,4.9,Santo António,T1,t,153.0,5,1.610052080690804
2,1.0,1.0,194,4.74,Misericórdia,T1,t,68.0,5,1.0151274024804817
4,3.0,1.0,138,4.84,Avenidas Novas,T1,t,72.0,3,4.553970283705408
1,1.0,1.0,1,5.0,Arroios,T1,f,104.0,3,2.6325905635034217
2,1.0,1.0,49,5.0,Misericórdia,T1,t,98.0,5,1.4885877015466258
3,2.0,1.0,145,4.76,Alcântara,T1,f,44.0,3,4.638847944389585
3,2.0,1.0,43,4.93,Penha de França,T1,t,82.0,2,2.5838009152951433
4,2.0,1.0,40,4.48,Santa Maria Maior,T1,f,102.0,5,0.601847150994252
4,4.0,1.0,8,4.25,Arroios,T1,f,100.0,3,1.0533687412834356
2,1.0,1.0,79,4.97,Santa Maria Maior,T1,t,126.0,5,0.7055589261126813
4,2.0,1.0,94,4.29,Santa Maria Maior,T1,f,71.0,5,0.9785763412173291
3,2.0,1.0,76,4.54,Estrela,T1,f,74.0,4,2.229087491245278
