accommodates,beds,bathrooms,number_of_reviews,review_scores_rating,neighbourhood_cleansed,tipologia,host_is_superhost,price,atratividade_bairro,dist_centro_km
5,3.0,1.0,69,4.72,Arroios,T3,f,97.0,3,2.2609241896237244
6,3.0,2.0,68,4.94,Santa Maria Maior,T3,t,240.0,5,0.6708191968850262
6,4.0,2.0,171,4.84,Arroios,T3,t,180.0,3,2.4764666372590227
6,3.0,1.0,105,4.69,Misericórdia,T3,f,118.0,5,0.9924960849425745
6,3.0,2.0,12,4.75,Santa Maria Maior,T3,t,245.0,5,0.6440938484432264
6,3.0,1.0,125,4.9,Parque das Nações,T3,t,81.0,3,6.648178324865395
4,3.0,2.0,41,4.56,Misericórdia,T3,f,109.0,5,1.103973690652328
6,4.0,2.5,191,4.76,Penha de França,T3,f,200.0,2,2.5619703653955304
6,3.0,2.5,158,4.75,Misericórdia,T3,t,170.0,5,1.0413239163019086
6,4.0,2.5,217,4.71,Santa Maria Maior,T3,t,279.0,5,0.7732371934960328
5,4.0,2.0,20,4.75,Arroios,T3,f,117.0,3,2.4858607606288357
6,3.0,2.0,225,4.58,Santa Maria Maior,T3,f,211.0,5,0.6015090162082819
6,4.0,2.0,48,4.92,Santo António,T3,f,153.0,5,1.9362361384312792
6,3.0,2.0,239,4.76,São Vicente,T3,f,137.0,4,1.4073847393968166
11,9.0,3.0,59,4.85,Santa Maria Maior,T3,f,257.0,5,0.8064101881749803
7,3.0,1.0,163,4.36,Misericórdia,T3,f,135.0,5,0.9480893567229841
8,6.0,2.5,42,4.71,Parque das Nações,T3,f,264.0,3,7.355517805119893
6,4.0,2.0,64,4.89,Alvalade,T3,t,148.0,3,4.604732205806246
7,3.0,2.0,176,4.7,Misericórdia,T3,f,131.0,5,0.9775960723929304
7,5.0,1.0,353,4.57,Misericórdia,T3,f,104.0,5,1.3192422265882051
8,4.0,1.0,306,4.9,Santa Maria Maior,T3,t,182.0,5,0.8758106950989866
8,4.0,1.0,278,4.74,Santa Maria Maior,T3,f,142.0,5,0.7409409949074576
7,4.0,1.0,242,4.6,Misericórdia,T3,f,160.0,5,1.2429474022542084
6,4.0,1.0,314,4.71,São Vicente,T3,f,70.0,4,1.2718689927672515
4,3.0,2.0,398,4.95,Santa Maria Maior,T3,t,250.0,5,0.40611085208680076
6,3.0,2.0,14,5.0,Arroios,T3,f,139.0,3,2.8445438720385803
7,4.0,2.0,178,4.62,Santa Maria Maior,T3,f,157.0,5,0.5276973609469309
6,4.0,2.0,283,4.79,Santa Maria Maior,T3,f,164.0,5,0.5252145683382442
6,4.0,2.0,296,4.82,Santa Maria Maior,T3,f,180.0,5,0.5206143649468286
8,4.0,1.0,247,4.76,Campo de Ourique,T3,t,116.0,3,2.406444301398293
6,4.0,2.0,57,4.67,Arroios,T3,f,230.0,3,1.3734014543185515
5,4.0,2.0,162,4.79,Avenidas Novas,T3,t,148.0,3,2.7159041946572624
8,7.0,2.0,97,4.59,Arroios,T3,t,172.0,3,1.872658434714358
6,5.0,2.0,4,4.0,Lumiar,T3,f,119.0,2,7.58833735135916
10,7.0,2.5,353,4.71,Misericórdia,T3,f,257.0,5,1.0376078598014364
8,5.0,3.5,352,4.81,Misericórdia,T3,f,237.0,5,1.0375362876272143
6,3.0,2.0,240,4.92,Santo António,T3,t,270.0,5,1.3895252773580715
6,4.0,2.0,288,4.75,Misericórdia,T3,t,108.0,5,0.9748492142143985
6,5.0,2.0,261,4.92,Santa Maria Maior,T3,t,171.0,5,0.8373173508843254
5,4.0,1.0,203,4.83,Penha de França,T3,t,90.0,2,2.806039925401719
6,4.0,1.0,18,4.44,Belém,T3,f,120.0,4,5.283091580213309
6,4.0,1.0,226,4.59,Santa Maria Maior,T3,f,168.0,5,0.4370038145269916
6,0.0,2.0,289,4.78,Misericórdia,T3,f,236.0,5,0.8918407286851646
5,4.0,1.5,224,4.9,Misericórdia,T3,t,152.0,5,1.3717223982055384
6,3.0,1.5,271,4.9,Misericórdia,T3,t,142.0,5,1.3717223982055384
6,4.0,2.0,350,4.75,Misericórdia,T3,f,196.0,5,0.9182008423076888
6,4.0,2.0,128,4.43,Santa Maria Maior,T3,f,229.0,5,0.2751603314063635
6,5.0,2.0,227,4.92,Misericórdia,T3,t,317.0,5,0.7805646238337463
6,4.0,1.5,39,4.77,Parque das Nações,T3,f,140.0,3,7.155498642914135
5,3.0,1.0,270,4.73,Santa Maria Maior,T3,f,78.0,5,1.3330080818377306
6,6.0,2.0,249,4.89,Campo de Ourique,T3,f,160.0,3,2.475082943391035
8,4.0,2.0,21,4.86,Parque das Nações,T3,f,216.0,3,6.5392717407718655
6,3.0,2.0,228,4.85,Arroios,T3,t,83.0,3,1.738340706818517
8,4.0,2.0,382,4.7,Arroios,T3,f,165.0,3,1.5136354906037868
7,6.0,2.0,57,4.67,Santa Maria Maior,T3,t,292.0,5,0.6219652338046154
6,4.0,1.0,166,4.72,Penha de França,T3,f,75.0,2,3.064255302892161
6,4.0,2.5,229,4.92,Alvalade,T3,t,73.0,3,4.388892547283403
5,5.0,2.5,7,4.57,Santa Maria Maior,T3,f,200.0,5,0.26354483216041635
6,4.0,1.0,201,4.77,Arroios,T3,f,80.0,3,3.0222365347986018
6,4.0,1.0,110,4.63,Arroios,T3,f,87.0,3,3.0097540605060935
4,4.0,1.0,193,4.88,Estrela,T3,f,70.0,4,1.6798984509293395
6,4.0,2.0,67,4.66,Arroios,T3,f,131.0,3,2.440202857178231
8,5.0,2.0,14,4.36,Santo António,T3,f,179.0,5,1.4854289986382385
6,3.0,1.0,250,4.5,Santa Maria Maior,T3,f,77.0,5,0.7488255731506961
6,3.0,2.0,71,4.73,Estrela,T3,f,120.0,4,2.8246991473542185
6,4.0,1.5,100,4.54,Arroios,T3,f,95.0,3,2.3028589062732308
5,3.0,2.0,158,4.53,Santa Maria Maior,T3,t,162.0,5,0.5147327326450768
6,3.0,3.0,214,4.84,Misericórdia,T3,t,259.0,5,0.892344426648805
6,3.0,2.0,312,4.9,Santa Maria Maior,T3,f,73.0,5,0.5066297719298759
6,5.0,1.5,28,4.89,Belém,T3,f,100.0,4,6.278949834188439
6,3.0,1.0,151,4.79,Arroios,T3,f,175.0,3,1.4671913204308886
6,4.0,1.0,38,4.82,Arroios,T3,f,88.0,3,2.917236693701985
8,6.0,2.0,54,4.93,Arroios,T3,t,134.0,3,3.0856714100279357
7,4.0,1.0,104,4.76,Olivais,T3,f,83.0,2,7.9212097395794965
11,7.0,1.0,142,4.75,Arroios,T3,f,238.0,3,1.6937123871779285
6,6.0,2.0,21,4.76,Parque das Nações,T3,t,187.0,3,8.807687560062629
8,6.0,2.0,134,4.8,Alvalade,T3,f,95.0,3,6.018480823622338
5,3.0,2.5,264,4.82,São Vicente,T3,t,166.0,4,1.7245106839528381
8,1.0,1.5,88,4.14,Santo António,T3,f,52.0,5,1.481694735785829
6,3.0,3.0,272,4.99,Arroios,T3,t,200.0,3,2.0894279710383175
6,5.0,1.0,200,4.57,Misericórdia,T3,f,89.0,5,0.872090898755091
6,4.0,2.0,147,4.73,Santo António,T3,f,182.0,5,1.310905571191212
6,4.0,2.0,128,4.69,Marvila,T3,f,151.0,1,4.610835279290137
7,5.0,2.5,142,4.76,Santa Maria Maior,T3,t,339.0,5,0.30744993964852535
8,5.0,2.0,28,4.54,Misericórdia,T3,f,269.0,5,0.9242669137099174
5,3.0,2.0,1,5.0,São Domingos de Benfica,T3,f,300.0,1,5.098611182923713
6,3.0,3.0,27,4.78,Santa Maria Maior,T3,f,212.0,5,0.6818378507263883
8,7.0,2.0,11,4.73,São Domingos de Benfica,T3,t,155.0,1,4.448939391092782
7,4.0,2.0,103,4.87,Alcântara,T3,f,145.0,3,3.8814040490828305
6,3.0,2.0,112,4.89,São Vicente,T3,t,140.0,4,1.7519016159023373
8,6.0,2.0,184,4.71,Santa Maria Maior,T3,t,133.0,5,0.3359641783539211
5,3.0,1.0,417,4.59,Santo António,T3,f,172.0,5,1.5329475655491862
6,5.0,2.5,242,4.8,Misericórdia,T3,f,210.0,5,1.054805583647085
5,4.0,2.0,94,4.94,Avenidas Novas,T3,f,228.0,3,3.5082906047325193
6,6.0,2.0,154,4.89,Santo António,T3,t,300.0,5,2.366707174166057
5,3.0,1.0,206,4.72,São Vicente,T3,f,88.0,4,1.7673018987554134
8,5.0,3.0,213,4.98,Santo António,T3,f,240.0,5,2.002275371145797
7,4.0,2.5,54,4.8,Areeiro,T3,t,181.0,2,4.1045728786296465
6,4.0,1.0,108,4.61,Misericórdia,T3,f,131.0,5,0.801352214726899
6,4.0,1.0,292,4.78,Misericórdia,T3,t,160.0,5,1.1190454884225707
6,3.0,2.0,299,4.74,Misericórdia,T3,f,172.0,5,1.231370367556588
5,4.0,1.5,168,4.86,Misericórdia,T3,t,213.0,5,1.6403106201072646
6,4.0,1.0,148,4.63,Penha de França,T3,f,60.0,2,3.232512010505888
6,4.0,2.0,8,4.5,Estrela,T3,f,114.0,4,2.559892584128601
8,7.0,2.0,282,4.62,Estrela,T3,f,172.0,4,1.5571389932957835
8,5.0,1.0,90,4.54,Misericórdia,T3,f,175.0,5,0.8544342760143812
4,3.0,1.0,93,4.86,Arroios,T3,t,154.0,3,2.049386323674644
5,4.0,2.0,155,4.75,Estrela,T3,f,161.0,4,1.69201841965137
8,5.0,1.5,37,4.92,Arroios,T3,f,177.0,3,2.028810365313931
6,3.0,2.0,129,4.66,Avenidas Novas,T3,f,126.0,3,4.600688133804026
8,4.0,1.0,258,4.38,Misericórdia,T3,f,168.0,5,1.0520920677122187
7,5.0,2.0,292,4.37,Santo António,T3,f,112.0,5,1.6601909544877436
7,5.0,2.0,209,4.77,Arroios,T3,t,129.0,3,1.4601734552656598
6,4.0,1.0,287,4.8,Misericórdia,T3,f,163.0,5,1.1278295074953821
6,4.0,3.0,152,4.96,Avenidas Novas,T3,t,221.0,3,3.11841690097301
5,3.0,1.0,449,4.54,Santo António,T3,f,87.0,5,1.5350489941676835
6,3.0,2.0,91,4.48,Santa Maria Maior,T3,f,148.0,5,0.8797230408019949
6,3.0,2.0,304,4.87,Santa Maria Maior,T3,t,211.0,5,0.9427240428398701
6,4.0,1.0,5,4.6,Arroios,T3,f,96.0,3,1.682726446274789
6,4.0,2.0,156,4.78,Penha de França,T3,f,155.0,2,3.0501908790896213
6,4.0,1.5,115,4.8,Misericórdia,T3,t,130.0,5,1.5609188220470958
6,3.0,2.5,70,4.94,São Vicente,T3,t,340.0,4,1.5043762099979958
8,4.0,2.0,297,4.72,Penha de França,T3,f,71.0,2,2.915880129695285
6,4.0,2.0,68,4.63,Arroios,T3,f,220.0,3,1.557138237934228
6,4.0,1.0,9,4.78,Santo António,T3,f,285.0,5,1.3533104349475853
8,7.0,2.0,285,4.91,Santa Maria Maior,T3,t,230.0,5,0.9018064448374629
4,5.0,1.0,172,4.85,São Vicente,T3,t,83.0,4,1.6190818098785977
7,3.0,2.0,284,4.53,Misericórdia,T3,f,218.0,5,1.1869273112200305
8,5.0,3.0,104,4.89,Misericórdia,T3,t,121.0,5,1.4819436262734085
5,3.0,1.0,53,4.7,São Vicente,T3,f,62.0,4,1.766789649356853
8,4.0,3.0,28,4.54,Santa Maria Maior,T3,f,262.0,5,0.7059273630209495
6,5.0,1.0,18,4.72,Olivais,T3,f,78.0,2,6.460851872126058
6,3.0,2.0,159,4.92,Estrela,T3,t,238.0,4,1.776319570484904
7,4.0,1.0,155,4.85,Arroios,T3,t,75.0,3,1.5285190905282073
7,4.0,2.0,336,4.89,Arroios,T3,f,150.0,3,1.3451301547544854
6,3.0,2.0,216,4.84,Misericórdia,T3,t,230.0,5,0.7021529811860083
6,6.0,2.0,74,4.76,Avenidas Novas,T3,t,150.0,3,3.3496574892646755
6,4.0,2.0,244,4.7,Santa Maria Maior,T3,t,208.0,5,0.5588553956194696
6,3.0,2.5,128,4.57,Santa Maria Maior,T3,f,263.0,5,0.5774430990219108
6,4.0,2.0,82,4.85,Arroios,T3,f,224.0,3,1.3698429898786102
9,6.0,2.0,186,4.72,Alcântara,T3,f,127.0,3,3.3950562720767183
6,5.0,1.5,89,4.27,Areeiro,T3,f,99.0,2,4.213727343684206
6,3.0,2.0,223,4.73,Santo António,T3,f,163.0,5,1.8370295446516798
5,4.0,2.0,126,4.58,Santa Maria Maior,T3,f,190.0,5,0.4649585746330315
6,4.0,2.0,265,4.97,Santo António,T3,t,217.0,5,1.806678893571612
7,4.0,1.5,490,4.69,Santa Maria Maior,T3,f,96.0,5,0.7316083207643357
5,4.0,1.0,314,4.86,Misericórdia,T3,t,132.0,5,0.8395628328560987
6,3.0,1.0,359,4.65,Arroios,T3,f,92.0,3,2.049459151249619
6,3.0,1.0,94,4.72,Misericórdia,T3,f,103.0,5,0.9737660683637794
6,3.0,2.0,209,4.73,Avenidas Novas,T3,t,169.0,3,2.9305897871087394
6,3.0,1.0,99,4.66,Santa Maria Maior,T3,f,76.0,5,0.9709026993907587
6,5.0,1.5,107,4.76,Santa Maria Maior,T3,f,110.0,5,0.6949665521290539
7,5.0,2.0,202,4.97,Belém,T3,t,139.0,4,5.539968182946294
9,5.0,1.5,6,4.33,Arroios,T3,f,271.0,3,1.935186632459138
12,8.0,2.0,309,4.57,Santa Maria Maior,T3,f,177.0,5,0.9971124518460188
6,3.0,2.0,118,4.79,Arroios,T3,t,267.0,3,1.722007748749589
6,4.0,1.0,49,4.94,Misericórdia,T3,f,95.0,5,1.2620529624495609
6,4.0,1.0,300,4.95,São Vicente,T3,f,147.0,4,1.295424187672409
6,3.0,2.0,112,4.71,Santa Maria Maior,T3,f,162.0,5,0.27278109061802674
6,5.0,2.0,37,4.68,Parque das Nações,T3,f,188.0,3,6.564036846141468
6,3.0,2.5,182,4.87,Penha de França,T3,f,142.0,2,2.8804405924430205
6,4.0,1.5,207,4.81,Santa Maria Maior,T3,f,139.0,5,1.0562383373353614
5,4.0,1.5,34,4.62,Santo António,T3,f,98.0,5,2.346768984136832
6,6.0,2.0,108,4.62,Parque das Nações,T3,f,125.0,3,6.862708036550917
6,4.0,2.5,134,4.78,Santa Maria Maior,T3,t,179.0,5,0.40009754905543365
6,4.0,1.0,174,4.74,Santa Maria Maior,T3,t,177.0,5,0.7752333302283958
4,3.0,1.5,155,4.87,Santo António,T3,t,173.0,5,1.8252585459884954
5,4.0,2.0,42,4.95,Avenidas Novas,T3,t,145.0,3,3.438031146672814
8,4.0,2.0,119,4.77,Misericórdia,T3,f,203.0,5,0.8062861534736369
7,5.0,2.5,128,4.93,Misericórdia,T3,t,303.0,5,1.5104158393406626
6,3.0,2.0,52,4.92,Campolide,T3,t,214.0,3,4.045473011693908
6,4.0,2.0,187,4.92,Santa Maria Maior,T3,t,180.0,5,0.4903448791640724
5,3.0,2.0,204,4.78,Arroios,T3,t,128.0,3,2.6401682826218775
6,5.0,2.5,83,4.8,Misericórdia,T3,f,262.0,5,1.446438427585744
7,4.0,2.0,215,4.83,Misericórdia,T3,t,285.0,5,0.772711318452856
6,4.0,2.0,202,4.95,Estrela,T3,f,223.0,4,2.087335325583231
6,4.0,1.0,98,4.69,Misericórdia,T3,f,128.0,5,1.159237680129205
6,3.0,2.0,188,4.84,Misericórdia,T3,t,329.0,5,0.7614727094144337
6,6.0,2.0,87,4.87,Santo António,T3,f,230.0,5,2.0641824393268124
6,3.0,1.0,221,4.76,Misericórdia,T3,t,98.0,5,1.1986658622016728
8,4.0,2.5,157,4.8,Misericórdia,T3,t,297.0,5,1.1892648012401794
5,3.0,2.0,138,4.92,Santa Maria Maior,T3,t,156.0,5,0.4255473689972166
4,4.0,1.0,22,4.36,Santa Maria Maior,T3,f,57.0,5,1.1184002072881516
6,4.0,1.0,154,4.82,Avenidas Novas,T3,t,104.0,3,3.4572554932141877
6,4.0,2.0,222,4.97,Santa Maria Maior,T3,t,202.0,5,0.3442291763380232
7,4.0,2.0,11,5.0,Arroios,T3,f,228.0,3,2.333876178873916
6,3.0,1.0,41,4.68,Misericórdia,T3,f,170.0,5,0.7811167436265923
6,3.0,1.0,64,4.72,Misericórdia,T3,f,103.0,5,0.999355537368182
6,4.0,1.0,7,4.86,Misericórdia,T3,f,146.0,5,0.999355537368182
6,4.0,1.0,28,4.71,Misericórdia,T3,f,146.0,5,1.0138753114911083
8,5.0,1.0,21,4.48,Santo António,T3,f,126.0,5,2.0948571867362515
5,4.0,1.0,45,4.8,Misericórdia,T3,f,178.0,5,1.5828758623603232
6,4.0,2.0,118,4.75,Santa Maria Maior,T3,f,194.0,5,0.8959550331144229
8,4.0,2.0,186,4.98,São Vicente,T3,t,236.0,4,1.0946624009497172
5,3.0,2.0,273,4.91,Santa Maria Maior,T3,t,174.0,5,0.5645916111662015
6,4.0,0.0,3,5.0,Misericórdia,T3,f,200.0,5,1.072468141862333
8,5.0,2.5,205,4.8,Santo António,T3,t,292.0,5,1.4981826819630013
6,4.0,2.0,140,4.76,Arroios,T3,f,139.0,3,1.725018241750705
5,3.0,1.0,198,4.87,Arroios,T3,f,125.0,3,2.8241951131841256
7,4.0,2.0,317,5.0,São Vicente,T3,t,285.0,4,1.0946624009497172
8,4.0,2.0,139,4.69,Penha de França,T3,f,129.0,2,3.2934490588439966
6,4.0,1.0,159,4.84,São Vicente,T3,t,89.0,4,1.3643560437199764
6,3.0,1.0,176,4.4,Santa Maria Maior,T3,f,77.0,5,0.8390228804781219
8,4.0,2.0,51,4.65,Santa Maria Maior,T3,f,156.0,5,0.9971529895816655
6,4.0,2.0,172,4.87,Santa Maria Maior,T3,t,190.0,5,0.9023767618397015
6,5.0,1.0,23,4.87,Santo António,T3,f,295.0,5,1.3791610335999653
6,4.0,2.0,218,4.68,Misericórdia,T3,f,171.0,5,1.181727393268511
7,4.0,2.0,100,4.73,Arroios,T3,f,144.0,3,2.1248022241806495
5,4.0,2.0,35,4.43,São Vicente,T3,t,78.0,4,1.341232482873085
6,5.0,1.0,230,4.72,Misericórdia,T3,f,137.0,5,0.9013743947249415
5,3.0,1.0,305,4.5,Santo António,T3,f,112.0,5,1.6955102825946418
6,5.0,2.0,91,4.79,Belém,T3,f,123.0,4,7.1680857384187595
6,3.0,1.0,242,4.9,Santa Maria Maior,T3,t,100.0,5,0.6542168587333681
4,3.0,1.0,27,4.78,Arroios,T3,f,100.0,3,1.923507862086379
6,5.0,2.0,72,4.56,Parque das Nações,T3,f,110.0,3,7.589649527898211
6,5.0,1.0,440,4.79,Santa Maria Maior,T3,t,178.0,5,0.6491784640522461
6,4.0,1.0,200,4.75,Santo António,T3,f,82.0,5,1.515993765375408
5,3.0,2.5,3,5.0,Arroios,T3,f,180.0,3,1.6301233969685296
6,3.0,2.0,474,4.51,Santa Maria Maior,T3,f,164.0,5,0.4792501338384719
6,3.0,2.0,176,4.73,Misericórdia,T3,f,322.0,5,1.0278211954625676
6,3.0,1.0,141,4.83,Campolide,T3,t,105.0,3,3.246091090775205
6,3.0,2.0,80,4.93,Avenidas Novas,T3,f,222.0,3,3.463728570149259
8,3.0,2.5,8,5.0,Arroios,T3,f,247.0,3,2.806805669507552
6,4.0,2.0,287,4.68,Santa Maria Maior,T3,t,243.0,5,0.45568105133610903
6,3.0,2.0,158,4.63,Misericórdia,T3,t,140.0,5,0.9614884876750686
8,3.0,2.5,279,4.7,Santo António,T3,f,121.0,5,1.2194640026103662
6,4.0,2.0,400,4.83,Santa Maria Maior,T3,t,289.0,5,0.5588553956194696
8,4.0,2.0,266,4.38,São Vicente,T3,f,102.0,4,1.0945583607104161
9,6.0,2.0,133,5.0,Santa Maria Maior,T3,t,327.0,5,0.36521242447419094
9,7.0,2.0,110,4.69,Misericórdia,T3,f,259.0,5,1.5968237967711387
5,3.0,1.5,42,4.74,Arroios,T3,f,60.0,3,1.829275303607391
6,3.0,2.0,31,4.97,Arroios,T3,t,128.0,3,2.8406439792336378
6,3.0,2.0,367,4.65,São Vicente,T3,f,190.0,4,0.9855107052081292
8,6.0,2.0,158,4.78,São Domingos de Benfica,T3,f,100.0,1,5.732389131645797
6,5.0,2.0,147,4.84,Alcântara,T3,t,175.0,3,4.933858497746172
7,4.0,2.0,170,4.99,Santo António,T3,t,196.0,5,1.960272079335667
8,4.0,1.5,131,4.73,Misericórdia,T3,t,145.0,5,1.3968089376333919
7,4.0,2.0,79,4.97,Santo António,T3,t,195.0,5,1.996361378738357
8,5.0,3.0,167,4.59,Santa Maria Maior,T3,f,198.0,5,0.6240335063025582
5,4.0,1.0,265,4.92,Santa Maria Maior,T3,t,150.0,5,0.6011582536682363
6,5.0,2.0,339,4.97,Santa Maria Maior,T3,t,141.0,5,0.7806207083499512
6,4.0,1.0,90,4.86,Arroios,T3,t,128.0,3,2.2914523999690997
6,6.0,2.0,62,4.89,Santa Maria Maior,T3,f,150.0,5,0.6143850821902921
7,4.0,2.0,42,4.98,Santo António,T3,t,193.0,5,1.922190095626893
6,4.0,2.0,54,4.76,Campo de Ourique,T3,t,78.0,3,2.606009583454683
6,3.0,1.0,227,4.66,Estrela,T3,f,101.0,4,2.2318839199173928
6,4.0,2.0,6,3.83,Parque das Nações,T3,f,167.0,3,8.208143225424829
8,5.0,1.0,86,4.49,Misericórdia,T3,f,116.0,5,1.566052360209945
8,4.0,1.0,74,4.54,Misericórdia,T3,f,103.0,5,1.5883679391132082
8,5.0,2.0,95,4.48,Misericórdia,T3,f,116.0,5,1.6237453442099192
9,6.0,3.5,124,4.84,Areeiro,T3,t,192.0,2,3.8242005297335373
7,4.0,2.0,56,4.96,Santo António,T3,t,196.0,5,2.134990315629312
6,3.0,1.0,151,4.75,Misericórdia,T3,t,107.0,5,1.7348134458003777
5,4.0,2.0,58,4.76,Parque das Nações,T3,f,160.0,3,6.507604836174765
6,3.0,1.0,68,4.72,Campolide,T3,t,115.0,3,3.3738024091277046
8,5.0,2.5,88,4.64,Santo António,T3,f,146.0,5,2.166468160159703
8,5.0,2.5,58,4.55,Santo António,T3,f,151.0,5,2.166468160159703
6,4.0,1.0,281,4.64,Santa Maria Maior,T3,f,96.0,5,0.711435344393469
6,4.0,2.0,84,4.71,São Vicente,T3,t,193.0,4,1.6892734874136774
6,3.0,2.0,240,4.61,Misericórdia,T3,f,113.0,5,1.4748233514517817
6,4.0,2.0,134,4.87,Misericórdia,T3,t,173.0,5,1.6006113358117533
5,3.0,1.0,97,4.3,Santo António,T3,f,85.0,5,1.9901851239190202
6,5.0,2.0,241,4.52,Arroios,T3,f,179.0,3,1.6113079260578396
6,3.0,2.0,33,4.85,São Vicente,T3,t,173.0,4,1.864381483834113
9,6.0,2.0,311,4.51,Santa Maria Maior,T3,f,144.0,5,0.9713789606139914
6,4.0,2.0,437,4.92,Santo António,T3,t,156.0,5,1.3399065809649984
5,3.0,1.0,226,4.81,Misericórdia,T3,f,165.0,5,1.0728270021548836
6,6.0,1.0,21,4.86,Santa Maria Maior,T3,f,127.0,5,0.6364437897994194
6,4.0,2.0,163,4.79,Estrela,T3,t,112.0,4,2.841924520805759
6,3.0,2.5,23,4.78,Santo António,T3,f,185.0,5,1.7222892460055852
5,4.0,1.0,104,4.85,Arroios,T3,t,86.0,3,2.234740866052059
8,7.0,3.0,207,4.91,Santa Maria Maior,T3,t,260.0,5,0.7407513185504896
9,4.0,2.0,213,4.29,Santa Maria Maior,T3,f,235.0,5,0.9659321512952272
6,3.0,2.0,385,4.78,Santa Maria Maior,T3,f,154.0,5,0.7114034412364066
6,3.0,3.0,141,4.57,Misericórdia,T3,f,178.0,5,0.7178854605027735
6,4.0,2.5,81,4.69,Santo António,T3,f,325.0,5,1.9248428871169543
7,6.0,1.0,1,5.0,São Vicente,T3,f,286.0,4,1.090527511703929
6,4.0,1.0,12,4.58,Arroios,T3,f,108.0,3,1.8385066661039289
6,4.0,3.0,288,4.56,Santa Maria Maior,T3,f,95.0,5,0.8520839239179717
7,6.0,2.0,16,4.81,Santo António,T3,f,171.0,5,2.0558713977878917
8,5.0,1.0,89,4.43,Misericórdia,T3,f,104.0,5,0.9523392502609914
5,4.0,1.5,183,4.98,São Vicente,T3,t,163.0,4,1.5258613107345635
6,4.0,2.0,219,4.82,Santa Maria Maior,T3,t,172.0,5,0.7582520961388237
6,2.0,1.0,31,4.42,Santo António,T3,f,105.0,5,1.689720536617748
6,4.0,1.0,264,4.84,Misericórdia,T3,t,95.0,5,1.212066108037533
7,5.0,3.0,193,4.81,Misericórdia,T3,t,186.0,5,1.053825086425537
6,3.0,1.0,122,4.7,Misericórdia,T3,t,70.0,5,1.8243317758791644
6,4.0,2.0,65,4.86,Arroios,T3,t,200.0,3,2.0849114267703355
8,5.0,1.0,176,4.45,Misericórdia,T3,f,121.0,5,1.5883421111021063
5,3.0,1.0,188,4.52,Santo António,T3,f,98.0,5,1.9189837248370558
6,4.0,2.0,92,4.61,Misericórdia,T3,f,231.0,5,1.3225064631711565
8,4.0,2.5,114,4.98,Avenidas Novas,T3,f,219.0,3,3.6042174201410684
8,4.0,2.0,358,4.63,Arroios,T3,f,188.0,3,1.1392523583302472
8,5.0,1.0,61,4.77,Arroios,T3,f,179.0,3,2.1792583601295124
8,4.0,2.0,288,4.82,Santa Maria Maior,T3,f,205.0,5,0.3347585051408628
6,4.0,2.5,103,4.93,Santa Maria Maior,T3,f,245.0,5,0.6398099647613542
6,7.0,2.0,96,5.0,Misericórdia,T3,t,170.0,5,0.6105206831665269
6,3.0,2.0,161,4.96,Santo António,T3,t,184.0,5,1.9610930047347188
5,3.0,1.0,65,4.91,Estrela,T3,f,130.0,4,1.5100736268167543
5,4.0,2.0,218,4.81,Santa Maria Maior,T3,t,179.0,5,1.0073413102767914
6,4.0,2.0,234,4.49,Penha de França,T3,f,84.0,2,2.957268244326146
6,3.0,2.5,240,4.78,Misericórdia,T3,t,240.0,5,1.3344370032046213
5,3.0,2.0,155,4.7,Misericórdia,T3,f,157.0,5,0.7627545833851979
8,5.0,1.0,47,4.51,Misericórdia,T3,f,158.0,5,0.7878895405645212
6,5.0,1.0,178,4.98,Penha de França,T3,t,136.0,2,2.5278097466016285
8,4.0,2.0,79,4.52,São Vicente,T3,f,160.0,4,1.0993686492077113
6,4.0,2.5,176,4.9,Santo António,T3,f,183.0,5,2.43517863951469
6,5.0,3.0,4,4.0,Santa Maria Maior,T3,t,194.0,5,0.8783917815287215
7,4.0,1.0,130,4.33,Misericórdia,T3,f,155.0,5,1.2699980312817314
9,6.0,2.0,62,4.98,Santa Maria Maior,T3,t,125.0,5,0.3479033765282524
8,5.0,3.5,4,4.25,Santa Maria Maior,T3,t,229.0,5,0.8763033056556041
8,4.0,1.5,6,4.67,Santo António,T3,f,179.0,5,1.4869053973581101
6,4.0,1.0,2,5.0,Misericórdia,T3,f,250.0,5,1.0939076747995655
6,4.0,2.0,30,4.13,Penha de França,T3,f,146.0,2,2.108417106287417
6,3.0,2.0,285,4.96,Misericórdia,T3,f,267.0,5,1.1240336771772446
9,7.0,1.0,69,4.45,Santa Maria Maior,T3,f,158.0,5,1.0105656185838692
9,6.0,1.0,84,4.5,Santa Maria Maior,T3,f,166.0,5,1.0656738075610392
6,3.0,2.5,78,4.95,Santa Maria Maior,T3,f,270.0,5,0.3855461696494375
8,3.0,2.0,161,4.57,Arroios,T3,f,115.0,3,1.6350958692496242
4,0.0,1.0,12,4.83,Campo de Ourique,T3,f,60.0,3,2.8825223386421057
6,8.0,1.0,93,4.71,Santo António,T3,f,113.0,5,1.681263685933278
6,4.0,2.0,90,4.61,Arroios,T3,f,138.0,3,2.5483218464431343
7,3.0,1.5,13,4.08,Santo António,T3,f,159.0,5,1.4702282502982689
8,4.0,1.5,16,4.5,Misericórdia,T3,f,179.0,5,1.282612509998323
6,6.0,3.0,85,4.82,Santa Maria Maior,T3,t,320.0,5,0.3584673884536498
